Time,GeoType,GeoID,GeoRank,Geography,Number (10+ mcg/dL),Number (15+ mcg/dL),Number (5+ mcg/dL),Number tested,"Rate (10+ mcg/dL) per 1,000 tested","Rate (15+ mcg/dL) per 1,000 tested","Rate (5+ mcg/dL) per 1,000 tested"
2021,UHF42,101,4,Kingsbridge - Riverdale,2*,0*,11*,"2,290",0.9*,0.0*,4.8*
2021,UHF42,102,4,Northeast Bronx,22,8*,60,"4,920",4.5,1.6*,12.2
2021,UHF42,103,4,Fordham - Bronx Pk,28,8*,105,"9,010",3.1,0.9*,11.7
2021,UHF42,104,4,Pelham - Throgs Neck,30,15,94,"9,720",3.1,1.5,9.7
2021,UHF42,105,4,Crotona -Tremont,24,12,82,"7,880",3.0,1.5,10.4
2021,UHF42,106,4,High Bridge - Morrisania,18,7*,72,"7,830",2.3,0.9*,9.2
2021,UHF42,107,4,Hunts Point - Mott Haven,13,8*,39,"4,700",2.8,1.7*,8.3
2021,UHF42,201,4,Greenpoint,14,8*,97,"3,760",3.7,2.1*,25.8
2021,UHF42,202,4,Downtown - Heights - Slope,15,3*,63,"6,180",2.4,0.5*,10.2
2021,UHF42,203,4,Bedford Stuyvesant - Crown Heights,33,8*,152,"9,510",3.5,0.8*,16.0
2021,UHF42,204,4,East New York,16,6*,75,"7,650",2.1,0.8*,9.8
2021,UHF42,205,4,Sunset Park,13,4*,49,"5,330",2.4,0.8*,9.2
2021,UHF42,206,4,Borough Park,46,9*,224,"12,080",3.8,0.7*,18.5
2021,UHF42,207,4,East Flatbush - Flatbush,28,11*,109,"8,050",3.5,1.4*,13.5
2021,UHF42,208,4,Canarsie - Flatlands,12,8*,42,"5,620",2.1,1.4*,7.5
2021,UHF42,209,4,Bensonhurst - Bay Ridge,23,11*,82,"6,390",3.6,1.7*,12.8
2021,UHF42,210,4,Coney Island - Sheepshead Bay,33,15,124,"9,390",3.5,1.6,13.2
2021,UHF42,211,4,Williamsburg - Bushwick,11*,4*,95,"6,250",1.8*,0.6*,15.2
2021,UHF42,301,4,Washington Heights,7*,4*,52,"6,010",1.2*,0.7*,8.6
2021,UHF42,302,4,Central Harlem - Morningside Heights,9*,4*,31,"3,990",2.3*,1.0*,7.8
2021,UHF42,303,4,East Harlem,2*,0*,9*,"2,490",0.8*,0.0*,3.6*
2021,UHF42,304,4,Upper West Side,10*,5*,24,"3,290",3.0*,1.5*,7.3
2021,UHF42,305,4,Upper East Side,4*,0*,17,"3,190",1.3*,0.0*,5.3
2021,UHF42,306,4,Chelsea - Clinton,0*,0*,5*,"1,820",0.0*,0.0*,2.7*
2021,UHF42,307,4,Gramercy Park - Murray Hill,0*,0*,4*,"1,700",0.0*,0.0*,2.3*
2021,UHF42,308,4,Greenwich Village - SoHo,1*,1*,6*,"1,090",0.9*,0.9*,5.5*
2021,UHF42,309,4,Union Square - Lower East Side,2*,0*,17,"2,460",0.8*,0.0*,6.9
2021,UHF42,310,4,Lower Manhattan,1*,0*,2*,"1,200",0.8*,0.0*,1.7*
2021,UHF42,401,4,Long Island City - Astoria,11*,5*,47,"5,700",1.9*,0.9*,8.2
2021,UHF42,402,4,West Queens,53,20,198,"15,740",3.4,1.3,12.6
2021,UHF42,403,4,Flushing - Clearview,8*,6*,36,"7,310",1.1*,0.8*,4.9
2021,UHF42,404,4,Bayside - Little Neck,1*,1*,8*,"1,750",0.6*,0.6*,4.6*
2021,UHF42,405,4,Ridgewood - Forest Hills,11*,4*,64,"7,330",1.5*,0.5*,8.7
2021,UHF42,406,4,Fresh Meadows,4*,0*,17,"3,110",1.3*,0.0*,5.5
2021,UHF42,407,4,Southwest Queens,30,13,127,"8,900",3.4,1.5,14.3
2021,UHF42,408,4,Jamaica,24,14,120,"10,790",2.2,1.3,11.1
2021,UHF42,409,4,Southeast Queens,13,5*,56,"4,800",2.7,1.0*,11.7
2021,UHF42,410,4,Rockaways,7*,0*,32,"3,640",1.9*,0.0*,8.8
2021,UHF42,501,4,Port Richmond,12,7*,32,"2,330",5.1,3.0*,13.7
2021,UHF42,502,4,Stapleton - St. George,7*,3*,52,"3,860",1.8*,0.8*,13.5
2021,UHF42,503,4,Willowbrook,2*,2*,12,"2,030",1.0*,1.0*,5.9
2021,UHF42,504,4,South Beach - Tottenville,1*,1*,12,"3,720",0.3*,0.3*,3.2
2021,Borough,1,1,Bronx,137,58,463,"46,300",3.0,1.3,10.0
2021,Borough,2,1,Brooklyn,244,87,"1,112","80,200",3.0,1.1,13.9
2021,Borough,3,1,Manhattan,36,14,167,"27,200",1.3,0.5,6.1
2021,Borough,4,1,Queens,162,68,705,"69,100",2.3,1.0,10.2
2021,Borough,5,1,Staten Island,22,13,108,"11,900",1.8,1.1,9.0
2021,Citywide,1,0,New York City,601,240,"2,557","236,900",2.5,1.0,10.8
2020,UHF42,101,4,Kingsbridge - Riverdale,2*,1*,16,"2,210",0.9*,0.5*,7.3
2020,UHF42,102,4,Northeast Bronx,18,7*,58,"4,460",4.0,1.6*,13.0
2020,UHF42,103,4,Fordham - Bronx Pk,26,7*,94,"8,820",2.9,0.8*,10.7
2020,UHF42,104,4,Pelham - Throgs Neck,15,7*,73,"8,940",1.7,0.8*,8.2
2020,UHF42,105,4,Crotona -Tremont,20,6*,72,"7,600",2.6,0.8*,9.5
2020,UHF42,106,4,High Bridge - Morrisania,17,5*,67,"7,550",2.3,0.7*,8.9
2020,UHF42,107,4,Hunts Point - Mott Haven,3*,0*,38,"4,750",0.6*,0.0*,8.0
2020,UHF42,201,4,Greenpoint,25,10*,142,"4,110",6.1,2.4*,34.5
2020,UHF42,202,4,Downtown - Heights - Slope,12,2*,62,"6,320",1.9,0.3*,9.8
2020,UHF42,203,4,Bedford Stuyvesant - Crown Heights,26,9*,138,"8,960",2.9,1.0*,15.4
2020,UHF42,204,4,East New York,19,9*,85,"7,590",2.5,1.2*,11.2
2020,UHF42,205,4,Sunset Park,11*,2*,49,"5,390",2.0*,0.4*,9.1
2020,UHF42,206,4,Borough Park,49,20,286,"12,330",4.0,1.6,23.2
2020,UHF42,207,4,East Flatbush - Flatbush,26,8*,90,"7,750",3.4,1.0*,11.6
2020,UHF42,208,4,Canarsie - Flatlands,10*,5*,34,"5,580",1.8*,0.9*,6.1
2020,UHF42,209,4,Bensonhurst - Bay Ridge,23,9*,92,"6,610",3.5,1.4*,13.9
2020,UHF42,210,4,Coney Island - Sheepshead Bay,30,11*,119,"9,210",3.3,1.2*,12.9
2020,UHF42,211,4,Williamsburg - Bushwick,11*,5*,90,"6,210",1.8*,0.8*,14.5
2020,UHF42,301,4,Washington Heights,9*,3*,47,"5,860",1.5*,0.5*,8.0
2020,UHF42,302,4,Central Harlem - Morningside Heights,6*,0*,29,"3,630",1.7*,0.0*,8.0
2020,UHF42,303,4,East Harlem,2*,0*,15,"2,520",0.8*,0.0*,6.0
2020,UHF42,304,4,Upper West Side,2*,1*,19,"3,220",0.6*,0.3*,5.9
2020,UHF42,305,4,Upper East Side,9*,2*,14,"3,200",2.8*,0.6*,4.4
2020,UHF42,306,4,Chelsea - Clinton,2*,0*,8*,"1,810",1.1*,0.0*,4.4*
2020,UHF42,307,4,Gramercy Park - Murray Hill,0*,0*,3*,"1,880",0.0*,0.0*,1.6*
2020,UHF42,308,4,Greenwich Village - SoHo,2*,1*,8*,"1,240",1.6*,0.8*,6.4*
2020,UHF42,309,4,Union Square - Lower East Side,1*,1*,10*,"2,550",0.4*,0.4*,3.9*
2020,UHF42,310,4,Lower Manhattan,1*,0*,2*,"1,350",0.7*,0.0*,1.5*
2020,UHF42,401,4,Long Island City - Astoria,5*,3*,47,"5,890",0.8*,0.5*,8.0
2020,UHF42,402,4,West Queens,41,19,182,"15,770",2.6,1.2,11.5
2020,UHF42,403,4,Flushing - Clearview,14,9*,46,"7,390",1.9,1.2*,6.2
2020,UHF42,404,4,Bayside - Little Neck,1*,0*,8*,"1,760",0.6*,0.0*,4.5*
2020,UHF42,405,4,Ridgewood - Forest Hills,20,3*,79,"7,580",2.6,0.4*,10.4
2020,UHF42,406,4,Fresh Meadows,6*,2*,29,"3,390",1.8*,0.6*,8.5
2020,UHF42,407,4,Southwest Queens,26,9*,122,"9,040",2.9,1.0*,13.5
2020,UHF42,408,4,Jamaica,21,10*,123,"10,750",2.0,0.9*,11.4
2020,UHF42,409,4,Southeast Queens,11*,3*,68,"4,690",2.3*,0.6*,14.5
2020,UHF42,410,4,Rockaways,6*,4*,36,"3,690",1.6*,1.1*,9.8
2020,UHF42,501,4,Port Richmond,15,9*,39,"2,120",7.1,4.2*,18.4
2020,UHF42,502,4,Stapleton - St. George,6*,3*,38,"3,370",1.8*,0.9*,11.3
2020,UHF42,503,4,Willowbrook,2*,1*,12,"1,830",1.1*,0.5*,6.6
2020,UHF42,504,4,South Beach - Tottenville,3*,0*,14,"3,260",0.9*,0.0*,4.3
2020,Borough,1,1,Bronx,101,33,418,"44,300",2.3,0.7,9.4
2020,Borough,2,1,Brooklyn,242,90,"1,187","80,100",3.0,1.1,14.8
2020,Borough,3,1,Manhattan,34,8*,155,"27,300",1.2,0.3*,5.7
2020,Borough,4,1,Queens,151,62,740,"70,000",2.2,0.9,10.6
2020,Borough,5,1,Staten Island,26,13,103,"10,600",2.5,1.2,9.7
2020,Citywide,1,0,New York City,554,206,"2,603","232,600",2.4,0.9,11.2
2019,UHF42,101,4,Kingsbridge - Riverdale,4*,3*,21,"2,600",1.5*,1.1*,8.0
2019,UHF42,102,4,Northeast Bronx,17,8*,52,"5,500",3.1,1.5*,9.5
2019,UHF42,103,4,Fordham - Bronx Pk,36,17,140,"11,100",3.2,1.5,12.6
2019,UHF42,104,4,Pelham - Throgs Neck,25,6*,119,"11,300",2.2,0.5*,10.6
2019,UHF42,105,4,Crotona -Tremont,28,13,88,"9,700",2.9,1.3,9.1
2019,UHF42,106,4,High Bridge - Morrisania,14,6*,95,"9,600",1.5,0.6*,9.9
2019,UHF42,107,4,Hunts Point - Mott Haven,5*,2*,49,"6,100",0.8*,0.3*,8.1
2019,UHF42,201,4,Greenpoint,16,7*,132,"4,700",3.4,1.5*,28.1
2019,UHF42,202,4,Downtown - Heights - Slope,9*,0*,56,"7,500",1.2*,0.0*,7.4
2019,UHF42,203,4,Bedford Stuyvesant - Crown Heights,30,19,137,"11,400",2.6,1.7,12.0
2019,UHF42,204,4,East New York,23,14,89,"9,200",2.5,1.5,9.7
2019,UHF42,205,4,Sunset Park,10*,3*,58,"7,500",1.3*,0.4*,7.7
2019,UHF42,206,4,Borough Park,75,31,348,"15,200",4.9,2.0,22.9
2019,UHF42,207,4,East Flatbush - Flatbush,29,10*,156,"10,100",2.9,1.0*,15.5
2019,UHF42,208,4,Canarsie - Flatlands,6*,3*,42,"6,700",0.9*,0.4*,6.2
2019,UHF42,209,4,Bensonhurst - Bay Ridge,26,14,100,"8,000",3.3,1.8,12.6
2019,UHF42,210,4,Coney Island - Sheepshead Bay,30,14,165,"11,100",2.7,1.3,14.8
2019,UHF42,211,4,Williamsburg - Bushwick,18,6*,105,"7,800",2.3,0.8*,13.4
2019,UHF42,301,4,Washington Heights,10*,2*,52,"7,600",1.3*,0.3*,6.8
2019,UHF42,302,4,Central Harlem - Morningside Heights,13,7*,47,"5,000",2.6,1.4*,9.4
2019,UHF42,303,4,East Harlem,1*,0*,23,"3,100",0.3*,0.0*,7.4
2019,UHF42,304,4,Upper West Side,6*,1*,28,"4,000",1.5*,0.3*,7.0
2019,UHF42,305,4,Upper East Side,4*,2*,8*,"4,100",1.0*,0.5*,1.9*
2019,UHF42,306,4,Chelsea - Clinton,4*,1*,11*,"2,100",1.9*,0.5*,5.3*
2019,UHF42,307,4,Gramercy Park - Murray Hill,1*,0*,7*,"2,200",0.5*,0.0*,3.2*
2019,UHF42,308,4,Greenwich Village - SoHo,1*,1*,5*,"1,500",0.7*,0.7*,3.3*
2019,UHF42,309,4,Union Square - Lower East Side,1*,0*,16,"3,200",0.3*,0.0*,5.0
2019,UHF42,310,4,Lower Manhattan,0*,0*,1*,"1,600",0.0*,0.0*,0.6*
2019,UHF42,401,4,Long Island City - Astoria,11*,3*,57,"6,700",1.6*,0.4*,8.5
2019,UHF42,402,4,West Queens,33,16,197,"19,100",1.7,0.8,10.3
2019,UHF42,403,4,Flushing - Clearview,11*,3*,42,"9,000",1.2*,0.3*,4.7
2019,UHF42,404,4,Bayside - Little Neck,2*,1*,6*,"2,100",1.0*,0.5*,2.9*
2019,UHF42,405,4,Ridgewood - Forest Hills,7*,3*,60,"8,500",0.8*,0.4*,7.1
2019,UHF42,406,4,Fresh Meadows,6*,3*,23,"3,700",1.6*,0.8*,6.2
2019,UHF42,407,4,Southwest Queens,39,11*,142,"10,700",3.7,1.0*,13.3
2019,UHF42,408,4,Jamaica,32,9*,153,"12,600",2.5,0.7*,12.2
2019,UHF42,409,4,Southeast Queens,11*,6*,65,"5,300",2.1*,1.1*,12.2
2019,UHF42,410,4,Rockaways,11*,6*,45,"4,500",2.4*,1.3*,9.9
2019,UHF42,501,4,Port Richmond,7*,2*,30,"2,700",2.6*,0.8*,11.3
2019,UHF42,502,4,Stapleton - St. George,12,5*,50,"4,300",2.8,1.2*,11.5
2019,UHF42,503,4,Willowbrook,5*,1*,14,"2,400",2.1*,0.4*,5.9
2019,UHF42,504,4,South Beach - Tottenville,1*,0*,16,"4,400",0.2*,0.0*,3.6
2019,Borough,1,1,Bronx,129,55,564,"55,700",2.3,1.0,10.1
2019,Borough,2,1,Brooklyn,272,121,"1,388","99,300",2.7,1.2,14.0
2019,Borough,3,1,Manhattan,41,14,198,"34,500",1.2,0.4,5.7
2019,Borough,4,1,Queens,163,61,790,"82,100",2.0,0.7,9.6
2019,Borough,5,1,Staten Island,25,8*,110,"13,800",1.8,0.6*,8.0
2019,Citywide,1,0,New York City,630,259,"3,050","285,800",2.2,0.9,10.7
2018,UHF42,101,4,Kingsbridge - Riverdale,6*,4*,18,"2,600",2.3*,1.5*,6.9
2018,UHF42,102,4,Northeast Bronx,14,8*,70,"5,700",2.5,1.4*,12.4
2018,UHF42,103,4,Fordham - Bronx Pk,37,17,152,"11,400",3.3,1.5,13.4
2018,UHF42,104,4,Pelham - Throgs Neck,19,9*,121,"11,100",1.7,0.8*,10.9
2018,UHF42,105,4,Crotona -Tremont,24,11*,108,"9,800",2.4,1.1*,11.0
2018,UHF42,106,4,High Bridge - Morrisania,21,7*,107,"9,900",2.1,0.7*,10.8
2018,UHF42,107,4,Hunts Point - Mott Haven,7*,4*,58,"6,200",1.1*,0.6*,9.4
2018,UHF42,201,4,Greenpoint,24,6*,172,"4,200",5.7,1.4*,40.7
2018,UHF42,202,4,Downtown - Heights - Slope,12,3*,92,"7,000",1.7,0.4*,13.2
2018,UHF42,203,4,Bedford Stuyvesant - Crown Heights,37,13,168,"11,600",3.2,1.1,14.5
2018,UHF42,204,4,East New York,23,8*,118,"9,300",2.5,0.9*,12.7
2018,UHF42,205,4,Sunset Park,13,4*,70,"7,900",1.7,0.5*,8.9
2018,UHF42,206,4,Borough Park,69,29,518,"16,000",4.3,1.8,32.5
2018,UHF42,207,4,East Flatbush - Flatbush,43,17,202,"9,800",4.4,1.7,20.6
2018,UHF42,208,4,Canarsie - Flatlands,8*,1*,73,"6,600",1.2*,0.2*,11.0
2018,UHF42,209,4,Bensonhurst - Bay Ridge,29,12,117,"7,500",3.8,1.6,15.5
2018,UHF42,210,4,Coney Island - Sheepshead Bay,44,13,213,"11,300",3.9,1.2,18.9
2018,UHF42,211,4,Williamsburg - Bushwick,19,7*,127,"7,700",2.5,0.9*,16.6
2018,UHF42,301,4,Washington Heights,12,3*,69,"7,700",1.6,0.4*,9.0
2018,UHF42,302,4,Central Harlem - Morningside Heights,7*,1*,55,"4,900",1.4*,0.2*,11.3
2018,UHF42,303,4,East Harlem,4*,0*,20,"3,200",1.3*,0.0*,6.3
2018,UHF42,304,4,Upper West Side,5*,2*,29,"4,000",1.3*,0.5*,7.3
2018,UHF42,305,4,Upper East Side,1*,0*,17,"3,800",0.3*,0.0*,4.5
2018,UHF42,306,4,Chelsea - Clinton,4*,2*,12,"1,600",2.6*,1.3*,7.7
2018,UHF42,307,4,Gramercy Park - Murray Hill,2*,1*,12,"1,800",1.1*,0.5*,6.6
2018,UHF42,308,4,Greenwich Village - SoHo,2*,1*,12,"1,300",1.5*,0.7*,9.0
2018,UHF42,309,4,Union Square - Lower East Side,4*,2*,15,"3,000",1.3*,0.7*,5.0
2018,UHF42,310,4,Lower Manhattan,1*,1*,2*,"1,400",0.7*,0.7*,1.4*
2018,UHF42,401,4,Long Island City - Astoria,15,7*,68,"6,500",2.3,1.1*,10.4
2018,UHF42,402,4,West Queens,52,17,260,"19,700",2.6,0.9,13.2
2018,UHF42,403,4,Flushing - Clearview,8*,4*,55,"9,100",0.9*,0.4*,6.1
2018,UHF42,404,4,Bayside - Little Neck,1*,0*,11*,"2,100",0.5*,0.0*,5.3*
2018,UHF42,405,4,Ridgewood - Forest Hills,11*,4*,100,"8,900",1.2*,0.5*,11.3
2018,UHF42,406,4,Fresh Meadows,9*,5*,34,"3,900",2.3*,1.3*,8.7
2018,UHF42,407,4,Southwest Queens,27,7*,130,"10,300",2.6,0.7*,12.6
2018,UHF42,408,4,Jamaica,51,21,186,"12,800",4.0,1.6,14.6
2018,UHF42,409,4,Southeast Queens,16,9*,80,"5,400",3.0,1.7*,14.9
2018,UHF42,410,4,Rockaways,5*,2*,37,"4,500",1.1*,0.4*,8.2
2018,UHF42,501,4,Port Richmond,10*,7*,51,"2,700",3.7*,2.6*,19.0
2018,UHF42,502,4,Stapleton - St. George,14,7*,69,"4,100",3.4,1.7*,16.8
2018,UHF42,503,4,Willowbrook,7*,6*,21,"2,300",3.1*,2.6*,9.2
2018,UHF42,504,4,South Beach - Tottenville,3*,2*,13,"3,700",0.8*,0.5*,3.5
2018,Borough,1,1,Bronx,128,60,634,"56,600",2.3,1.1,11.2
2018,Borough,2,1,Brooklyn,321,113,"1,870","98,800",3.3,1.1,18.9
2018,Borough,3,1,Manhattan,42,13,243,"32,500",1.3,0.4,7.5
2018,Borough,4,1,Queens,195,76,961,"83,100",2.3,0.9,11.6
2018,Borough,5,1,Staten Island,34,22,154,"12,800",2.7,1.7,12.1
2018,Citywide,1,0,New York City,720,284,"3,866","284,200",2.5,1.0,13.6
2017,UHF42,101,4,Kingsbridge - Riverdale,3*,1*,16,"2,500",1.2*,0.4*,6.3
2017,UHF42,102,4,Northeast Bronx,17,5*,69,"5,700",3.0,0.9*,12.1
2017,UHF42,103,4,Fordham - Bronx Pk,42,16,190,"11,800",3.6,1.4,16.2
2017,UHF42,104,4,Pelham - Throgs Neck,24,8*,132,"11,100",2.2,0.7*,11.9
2017,UHF42,105,4,Crotona -Tremont,32,15,146,"10,100",3.2,1.5,14.5
2017,UHF42,106,4,High Bridge - Morrisania,25,14,116,"10,300",2.4,1.4,11.3
2017,UHF42,107,4,Hunts Point - Mott Haven,16,8*,83,"6,300",2.5,1.3*,13.2
2017,UHF42,201,4,Greenpoint,25,8*,179,"3,900",6.3,2.0*,45.4
2017,UHF42,202,4,Downtown - Heights - Slope,19,6*,87,"6,800",2.8,0.9*,12.7
2017,UHF42,203,4,Bedford Stuyvesant - Crown Heights,42,12,196,"12,000",3.5,1.0,16.3
2017,UHF42,204,4,East New York,25,10*,129,"9,600",2.6,1.0*,13.5
2017,UHF42,205,4,Sunset Park,24,7*,89,"8,500",2.8,0.8*,10.5
2017,UHF42,206,4,Borough Park,71,30,531,"16,300",4.3,1.8,32.5
2017,UHF42,207,4,East Flatbush - Flatbush,31,10*,183,"10,200",3.0,1.0*,17.9
2017,UHF42,208,4,Canarsie - Flatlands,11*,1*,80,"6,900",1.6*,0.1*,11.7
2017,UHF42,209,4,Bensonhurst - Bay Ridge,33,12,136,"7,700",4.3,1.6,17.6
2017,UHF42,210,4,Coney Island - Sheepshead Bay,43,15,205,"11,300",3.8,1.3,18.1
2017,UHF42,211,4,Williamsburg - Bushwick,27,9*,177,"8,100",3.3,1.1*,21.8
2017,UHF42,301,4,Washington Heights,11*,6*,71,"7,900",1.4*,0.8*,9.0
2017,UHF42,302,4,Central Harlem - Morningside Heights,5*,1*,42,"4,800",1.0*,0.2*,8.8
2017,UHF42,303,4,East Harlem,7*,3*,27,"3,200",2.2*,0.9*,8.4
2017,UHF42,304,4,Upper West Side,2*,0*,27,"4,000",0.5*,0.0*,6.8
2017,UHF42,305,4,Upper East Side,3*,1*,14,"3,900",0.8*,0.3*,3.6
2017,UHF42,306,4,Chelsea - Clinton,10*,5*,24,"1,600",6.3*,3.2*,15.2
2017,UHF42,307,4,Gramercy Park - Murray Hill,3*,1*,12,"1,800",1.6*,0.5*,6.5
2017,UHF42,308,4,Greenwich Village - SoHo,3*,1*,9*,"1,400",2.2*,0.7*,6.5*
2017,UHF42,309,4,Union Square - Lower East Side,5,0,25,"3,300",1.5,0.0,7.5
2017,UHF42,310,4,Lower Manhattan,1*,0*,5*,"1,500",0.7*,0.0*,3.3*
2017,UHF42,401,4,Long Island City - Astoria,14,6*,82,"6,700",2.1,0.9*,12.3
2017,UHF42,402,4,West Queens,50,13,285,"21,100",2.4,0.6,13.5
2017,UHF42,403,4,Flushing - Clearview,13,7*,72,"9,800",1.3,0.7*,7.3
2017,UHF42,404,4,Bayside - Little Neck,2*,0*,8*,"2,300",0.9*,0.0*,3.5*
2017,UHF42,405,4,Ridgewood - Forest Hills,19,9*,104,"9,000",2.1,1.0*,11.5
2017,UHF42,406,4,Fresh Meadows,6*,1*,38,"4,000",1.5*,0.3*,9.5
2017,UHF42,407,4,Southwest Queens,29,9*,166,"10,800",2.7,0.8*,15.3
2017,UHF42,408,4,Jamaica,44,18,205,"13,100",3.3,1.4,15.6
2017,UHF42,409,4,Southeast Queens,15,9*,80,"5,800",2.6,1.6*,13.9
2017,UHF42,410,4,Rockaways,6*,2*,54,"4,600",1.3*,0.4*,11.7
2017,UHF42,501,4,Port Richmond,14,6*,58,"2,800",4.9,2.1*,20.4
2017,UHF42,502,4,Stapleton - St. George,15,9*,62,"4,200",3.6,2.2*,14.9
2017,UHF42,503,4,Willowbrook,8*,2*,20,"2,200",3.7*,0.9*,9.2
2017,UHF42,504,4,South Beach - Tottenville,4*,1*,16,"3,600",1.1*,0.3*,4.4
2017,Borough,1,1,Bronx,159,67,752,"57,700",2.8,1.2,13.0
2017,Borough,2,1,Brooklyn,351,120,"1,992","101,500",3.5,1.2,19.6
2017,Borough,3,1,Manhattan,50,18,256,"33,500",1.5,0.5,7.7
2017,Borough,4,1,Queens,198,74,"1,094","87,300",2.3,0.8,12.5
2017,Borough,5,1,Staten Island,41,18,156,"12,800",3.2,1.4,12.2
2017,Citywide,1,0,New York City,799,297,"4,261","293,300",2.7,1.0,14.5
2016,UHF42,101,4,Kingsbridge - Riverdale,5*,1*,23,"2,500",2.0*,0.4*,9.0
2016,UHF42,102,4,Northeast Bronx,18,11*,83,"5,800",3.1,1.9*,14.3
2016,UHF42,103,4,Fordham - Bronx Pk,47,24,209,"11,900",3.9,2.0,17.5
2016,UHF42,104,4,Pelham - Throgs Neck,26,7*,188,"11,100",2.3,0.6*,16.9
2016,UHF42,105,4,Crotona -Tremont,34,14,137,"10,300",3.3,1.4,13.4
2016,UHF42,106,4,High Bridge - Morrisania,15,5*,158,"10,500",1.4,0.5*,15.1
2016,UHF42,107,4,Hunts Point - Mott Haven,17,9*,81,"6,700",2.5,1.3*,12.1
2016,UHF42,201,4,Greenpoint,29,8*,216,"4,200",7.0,1.9*,51.9
2016,UHF42,202,4,Downtown - Heights - Slope,17,3*,130,"7,200",2.4,0.4*,18.0
2016,UHF42,203,4,Bedford Stuyvesant - Crown Heights,34,12,243,"12,200",2.8,1.0,19.9
2016,UHF42,204,4,East New York,24,3*,158,"9,700",2.5,0.3*,16.3
2016,UHF42,205,4,Sunset Park,16,6*,111,"9,200",1.7,0.7*,12.1
2016,UHF42,206,4,Borough Park,86,33,575,"16,400",5.2,2.0,35.0
2016,UHF42,207,4,East Flatbush - Flatbush,37,13,236,"10,700",3.5,1.2,22.1
2016,UHF42,208,4,Canarsie - Flatlands,6*,2*,88,"6,900",0.9*,0.3*,12.8
2016,UHF42,209,4,Bensonhurst - Bay Ridge,33,13,131,"7,600",4.3,1.7,17.2
2016,UHF42,210,4,Coney Island - Sheepshead Bay,60,17,246,"11,100",5.4,1.5,22.2
2016,UHF42,211,4,Williamsburg - Bushwick,34,12,179,"8,500",4.0,1.4,21.2
2016,UHF42,301,4,Washington Heights,19,6*,73,"8,200",2.3,0.7*,8.9
2016,UHF42,302,4,Central Harlem - Morningside Heights,9*,5*,69,"5,100",1.8*,1.0*,13.4
2016,UHF42,303,4,East Harlem,5*,2*,26,"3,300",1.5*,0.6*,7.9
2016,UHF42,304,4,Upper West Side,5*,3*,26,"4,000",1.3*,0.8*,6.6
2016,UHF42,305,4,Upper East Side,0*,0*,14,"3,900",0.0*,0.0*,3.6
2016,UHF42,306,4,Chelsea - Clinton,2*,2*,14,"1,800",1.1*,1.1*,7.8
2016,UHF42,307,4,Gramercy Park - Murray Hill,1*,1*,6*,"1,800",0.6*,0.6*,3.4*
2016,UHF42,308,4,Greenwich Village - SoHo,1*,0*,15,"1,400",0.7*,0.0*,10.6
2016,UHF42,309,4,Union Square - Lower East Side,3*,2*,30,"3,500",0.9*,0.6*,8.7
2016,UHF42,310,4,Lower Manhattan,1*,1*,5*,"1,600",0.6*,0.6*,3.1*
2016,UHF42,401,4,Long Island City - Astoria,11*,4*,91,"6,500",1.7*,0.6*,13.9
2016,UHF42,402,4,West Queens,57,21,345,"21,400",2.7,1.0,16.1
2016,UHF42,403,4,Flushing - Clearview,12,4*,74,"9,600",1.2,0.4*,7.7
2016,UHF42,404,4,Bayside - Little Neck,1*,0*,13,"2,200",0.4*,0.0*,5.8
2016,UHF42,405,4,Ridgewood - Forest Hills,21,8*,126,"9,200",2.3,0.9*,13.7
2016,UHF42,406,4,Fresh Meadows,1*,1*,29,"3,800",0.3*,0.3*,7.7
2016,UHF42,407,4,Southwest Queens,41,17,216,"11,000",3.7,1.5,19.7
2016,UHF42,408,4,Jamaica,38,13,223,"13,100",2.9,1.0,17.1
2016,UHF42,409,4,Southeast Queens,14,6*,76,"5,800",2.4,1.0*,13.1
2016,UHF42,410,4,Rockaways,7*,1*,50,"4,600",1.5*,0.2*,10.8
2016,UHF42,501,4,Port Richmond,10*,2*,65,"2,900",3.5*,0.7*,22.6
2016,UHF42,502,4,Stapleton - St. George,15,6*,80,"4,200",3.6,1.4*,19.0
2016,UHF42,503,4,Willowbrook,3*,0*,19,"2,200",1.4*,0.0*,8.8
2016,UHF42,504,4,South Beach - Tottenville,7*,2*,28,"3,700",1.9*,0.5*,7.6
2016,Borough,1,1,Bronx,162,71,884,"59,000",2.7,1.2,15.0
2016,Borough,2,1,Brooklyn,376,122,"2,314","103,800",3.6,1.2,22.3
2016,Borough,3,1,Manhattan,46,22,289,"35,800",1.3,0.6,8.1
2016,Borough,4,1,Queens,203,75,"1,247","87,400",2.3,0.9,14.3
2016,Borough,5,1,Staten Island,35,10*,192,"12,900",2.7,0.8*,14.8
2016,Citywide,1,0,New York City,822,300,"4,928","299,000",2.7,1.0,16.5
2015,UHF42,101,4,Kingsbridge - Riverdale,10*,4*,26,"2,800",3.6*,1.5*,9.5
2015,UHF42,102,4,Northeast Bronx,17,6*,96,"5,900",2.9,1.0*,16.2
2015,UHF42,103,4,Fordham - Bronx Pk,31,15,217,"12,400",2.5,1.2,17.4
2015,UHF42,104,4,Pelham - Throgs Neck,38,15,212,"11,500",3.3,1.3,18.5
2015,UHF42,105,4,Crotona -Tremont,24,10*,163,"10,800",2.2,0.9*,15.1
